variant_label,replicate_index,report_path,trend_keyword_total_count,question_relevance_1_5,trend_relevance_1_5,direction_1_5,correlation_analysis_present,gi_hallucination,clinical_safety_1_5,internal_coherence_1_5,formatting_hygiene_1_5,replicate_duration_s,gi_details,raw_gi_grader_response
agent2_therapist_notes,24,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214251.html,8,4,5,5,False,False,5,5,4,14.872,The text accurately references trend counts and energy patterns from the journal without inventing new facts; all statements can be traced back to the provided excerpts.,"{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The text accurately references trend counts and energy patterns from the journal without inventing new facts; all statements can be traced back to the provided excerpts.""
}"
agent2_therapist_notes,25,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214306.html,8,5,5,4,False,False,5,5,4,21.936,"The insights correctly reference sleep, hydration and grounding and mention the 8 depression incidences, matching the journal excerpts. No unsupported facts were added.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The insights correctly reference sleep, hydration and grounding and mention the 8 depression incidences, matching the journal excerpts. No unsupported facts were added.""
}"
agent2_therapist_notes,26,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214328.html,8,5,5,4,False,False,5,4,4,21.939,No unsupported facts or contradictions are present; all statements are grounded in the journal excerpt.,"{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""No unsupported facts or contradictions are present; all statements are grounded in the journal excerpt.""
}"
agent2_therapist_notes,27,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214350.html,8,4,5,5,False,False,5,5,4,15.506,"The General Insights section directly answers the user’s energy question, highlighting fluctuations and recovery practices, and it thoroughly covers the requested depression trend without mentioning unrelated topics. It stays consistent with the journal evidence, avoids medical recommendations, and presents themes and next steps in clear bullet form.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights section directly answers the user’s energy question, highlighting fluctuations and recovery practices, and it thoroughly covers the requested depression trend without mentioning unrelated topics. It stays consistent with the journal evidence, avoids medical recommendations, and presents themes and next steps in clear bullet form.""
}"
agent2_therapist_notes,28,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214405.html,8,5,5,5,False,True,5,4,3,16.205,"The General Insights assert that energy improved notably in July–August and that a slight fatigue spike reappeared around holiday periods. However, the provided journal text only covers entries up to early May, with no mention of July–August or holiday events, rendering these claims unsupported by the excerpt.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights assert that energy improved notably in July–August and that a slight fatigue spike reappeared around holiday periods. However, the provided journal text only covers entries up to early May, with no mention of July–August or holiday events, rendering these claims unsupported by the excerpt.""
}"
agent2_therapist_notes,29,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214422.html,8,5,5,5,False,True,5,5,4,21.264,"While the report shows a steady energy pattern for early 2025, it notes late‑night phone use during July and August leading to afternoon crashes—an observation not mirrored in the provided journal excerpt. The excerpt covers up to mid‑May, with no July‑August entries, so the July‑August claims appear extrapolated. No conflicting facts are directly contradicted, but the mention of July‑August energy dips is unsupported by the existing journal data.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""While the report shows a steady energy pattern for early 2025, it notes late‑night phone use during July and August leading to afternoon crashes—an observation not mirrored in the provided journal excerpt. The excerpt covers up to mid‑May, with no July‑August entries, so the July‑August claims appear extrapolated. No conflicting facts are directly contradicted, but the mention of July‑August energy dips is unsupported by the existing journal data.""
}"
agent2_therapist_notes,30,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214443.html,8,4,4,4,False,False,5,5,3,21.648,"The General Insights section interprets the aggregated journaling data, highlighting a shift from a frequent wired‑tired pattern toward a more stable rhythm, noting the introduction of naps, grounding, and reduced late‑night scrolling. It quantifies depression mentions at eight over the year and reports no clear directional change, aligning with the journal’s framing. The commentary summarizes key pattern changes and provides actionable next steps.","{""question_relevance_1_5"":4,""trend_relevance_1_5"":4,""direction_1_5"":4,""gi_hallucination"":false,""formatting_hygiene_1_5"":3,""clinical_safety_1_5"":5,""internal_coherence_1_5"":5,""gi_details"":""The General Insights section interprets the aggregated journaling data, highlighting a shift from a frequent wired‑tired pattern toward a more stable rhythm, noting the introduction of naps, grounding, and reduced late‑night scrolling. It quantifies depression mentions at eight over the year and reports no clear directional change, aligning with the journal’s framing. The commentary summarizes key pattern changes and provides actionable next steps.""}"
agent2_therapist_notes,31,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214504.html,8,4,4,4,False,False,5,4,2,22.941,The General Insights report refrains from adding unsupported facts or new dates; its statements about depression counts are based on inferred analysis of the raw entries and remain consistent with the provided excerpt.,"{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 2,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights report refrains from adding unsupported facts or new dates; its statements about depression counts are based on inferred analysis of the raw entries and remain consistent with the provided excerpt.""
}"
agent2_therapist_notes,32,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214527.html,8,4,5,5,False,True,5,5,3,22.203,"The report asserts that depression was mentioned eight times across 2025, yet the accessible excerpt shows no depression references in the provided entries. This unsupported claim introduces a factual inconsistency, indicating a hallucinated detail.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The report asserts that depression was mentioned eight times across 2025, yet the accessible excerpt shows no depression references in the provided entries. This unsupported claim introduces a factual inconsistency, indicating a hallucinated detail.""
}"
agent2_therapist_notes,33,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214550.html,8,4,3,3,False,True,5,4,3,18.882,"The general insights claim the journal contains eight depression mentions and suggests no clear trend, yet the provided excerpt contains no explicit depression words, making that assertion unsupported by the excerpt.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 3,
  ""direction_1_5"": 3,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The general insights claim the journal contains eight depression mentions and suggests no clear trend, yet the provided excerpt contains no explicit depression words, making that assertion unsupported by the excerpt.""
}"
agent2_therapist_notes,34,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214608.html,8,4,4,5,False,False,5,5,3,22.586,"The insights directly answer the energy query, list depression counts and support trend discussion without unfounded claims. Formatting is somewhat messy, lacking consistent bullet markers, but overall content is coherent, safe, and relevant.","{""question_relevance_1_5"":4,""trend_relevance_1_5"":4,""direction_1_5"":5,""gi_hallucination"":false,""formatting_hygiene_1_5"":3,""clinical_safety_1_5"":5,""internal_coherence_1_5"":5,""gi_details"":""The insights directly answer the energy query, list depression counts and support trend discussion without unfounded claims. Formatting is somewhat messy, lacking consistent bullet markers, but overall content is coherent, safe, and relevant.""}"
agent2_therapist_notes,35,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214631.html,8,4,5,5,False,True,5,4,2,87.468,"The confidence score of 0.88 and the mention that the energy ""gradually improved year‑to‑year"" are not supported by specific statements or data in the provided excerpt. These likely stem from an implicit analysis rather than direct journal evidence, indicating a minor hallucination.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 2,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The confidence score of 0.88 and the mention that the energy \""gradually improved year‑to‑year\"" are not supported by specific statements or data in the provided excerpt. These likely stem from an implicit analysis rather than direct journal evidence, indicating a minor hallucination.""
}"
agent2_therapist_notes,36,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214759.html,8,4,5,5,True,False,5,4,2,25.741,"The report accurately references 147 entries, 8 depression mentions, discusses energy via word‑count and anxiety metrics, matches the downward trend of depression, aligns the direction, contains no unsupported claims, but lacks bullet list formatting. Overall it is supportive and coherent.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 2,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The report accurately references 147 entries, 8 depression mentions, discusses energy via word‑count and anxiety metrics, matches the downward trend of depression, aligns the direction, contains no unsupported claims, but lacks bullet list formatting. Overall it is supportive and coherent.""
}"
agent2_therapist_notes,37,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214824.html,8,5,5,5,False,False,5,4,2,16.297,"The General Insights text accurately reflects information from the journal entries. No unsupported claims or contradictory facts are present, and all stated trends, patterns, and conclusions can be traced back to journal content. Therefore, no hallucination is detected.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 2,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights text accurately reflects information from the journal entries. No unsupported claims or contradictory facts are present, and all stated trends, patterns, and conclusions can be traced back to journal content. Therefore, no hallucination is detected.""
}"
agent2_therapist_notes,38,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214841.html,8,4,5,5,False,False,5,4,4,10.779,"The report states that short naps and regular movement are stabilizing daytime energy, though early‑morning insomnia and anxiety still cause nightly drops. It notes a stable level of depression mentions, indicating ongoing but manageable mood concerns.","{""question_relevance_1_5"":4,""trend_relevance_1_5"":5,""direction_1_5"":5,""gi_hallucination"":false,""formatting_hygiene_1_5"":4,""clinical_safety_1_5"":5,""internal_coherence_1_5"":4,""gi_details"":""The report states that short naps and regular movement are stabilizing daytime energy, though early‑morning insomnia and anxiety still cause nightly drops. It notes a stable level of depression mentions, indicating ongoing but manageable mood concerns.""}"
agent2_therapist_notes,39,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214851.html,8,5,5,3,False,False,5,5,2,16.175,"The insights accurately answer the user’s energy question and discuss the depression trend with no unsupported claims. Formatting is mostly prose and lacks bullet lists, lowering hygiene. Clinically safe and internally coherent.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 3,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 2,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The insights accurately answer the user’s energy question and discuss the depression trend with no unsupported claims. Formatting is mostly prose and lacks bullet lists, lowering hygiene. Clinically safe and internally coherent.""
}"
agent2_therapist_notes,40,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214908.html,8,5,5,5,False,False,5,5,4,15.37,"The report accurately cites journal entries, noting energy, fatigue, sleep patterns, depression mentions, and trend stability, with no unsupported claims.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The report accurately cites journal entries, noting energy, fatigue, sleep patterns, depression mentions, and trend stability, with no unsupported claims.""
}"
agent2_therapist_notes,41,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214923.html,8,4,4,4,False,True,5,4,3,22.127,"The report claims ""depression is mentioned eight times"" and that it remains a stable theme, yet the journal excerpt provided contains no explicit mention of depression or a count. This unsupported assertion about frequency and stability is not corroborated by the source text, constituting a hallucinated fact.","{""question_relevance_1_5"":4,""trend_relevance_1_5"":4,""direction_1_5"":4,""gi_hallucination"":true,""formatting_hygiene_1_5"":3,""clinical_safety_1_5"":5,""internal_coherence_1_5"":4,""gi_details"":""The report claims \""depression is mentioned eight times\"" and that it remains a stable theme, yet the journal excerpt provided contains no explicit mention of depression or a count. This unsupported assertion about frequency and stability is not corroborated by the source text, constituting a hallucinated fact.""}"
agent2_therapist_notes,42,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214945.html,8,5,5,2,False,False,5,4,3,31.212,"The General Insights answer the energy question using routine and nap data from the entries. It references depression without evidence from the excerpt, misleading. No unsupported facts or dates were added, so hallucination flag is false. The formatting is decent but lacks strict bullet styling, giving a 3. Safety is neutral. Internal coherence is ok.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 2,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights answer the energy question using routine and nap data from the entries. It references depression without evidence from the excerpt, misleading. No unsupported facts or dates were added, so hallucination flag is false. The formatting is decent but lacks strict bullet styling, giving a 3. Safety is neutral. Internal coherence is ok.""
}"
agent2_therapist_notes,43,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_215016.html,8,5,5,3,False,False,5,5,4,23.965,"The report summarizes energy fluctuations tied to sleep, anxiety, and social activity, noting a stabilizing effect from structured rest and hydration practices while recognizing a steady mention of depression throughout the year.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 3,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The report summarizes energy fluctuations tied to sleep, anxiety, and social activity, noting a stabilizing effect from structured rest and hydration practices while recognizing a steady mention of depression throughout the year.""
}"
agent2_therapist_notes,44,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_215040.html,8,4,5,5,False,False,5,4,4,16.48,"The General Insights text accurately reflects key details from the journal, acknowledging the person’s nightly fatigue, sleep debt, and anxiety patterns. It highlights the consistent murmur of depression while noting the planned use of naps, hydration, and structured scheduling to manage daytime energy. The summary remains consistent with documented entries and provides supportive next-step advice without overstepping into diagnostic territory.","{""question_relevance_1_5"":4,""trend_relevance_1_5"":5,""direction_1_5"":5,""gi_hallucination"":false,""formatting_hygiene_1_5"":4,""clinical_safety_1_5"":5,""internal_coherence_1_5"":4,""gi_details"":""The General Insights text accurately reflects key details from the journal, acknowledging the person’s nightly fatigue, sleep debt, and anxiety patterns. It highlights the consistent murmur of depression while noting the planned use of naps, hydration, and structured scheduling to manage daytime energy. The summary remains consistent with documented entries and provides supportive next-step advice without overstepping into diagnostic territory.""}"
agent2_therapist_notes,45,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_215057.html,8,3,4,4,False,False,5,4,3,16.793,"The General Insights excerpt does not assert any facts, dates, or events unsupported by the journal snippet. All statements refer to themes, patterns, or general observations that are consistent with the entry content.","{
  ""question_relevance_1_5"": 3,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights excerpt does not assert any facts, dates, or events unsupported by the journal snippet. All statements refer to themes, patterns, or general observations that are consistent with the entry content.""
}"
agent2_therapist_notes,46,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_215113.html,8,5,5,5,False,False,5,5,3,23.462,"GI text correctly addresses the user question and trend, stays grounded in journal excerpts, and uses neutral tone. Formatting lacks bullet hyphens, hence lower score. No contradictions across sections.","{""question_relevance_1_5"":5,""trend_relevance_1_5"":5,""direction_1_5"":5,""gi_hallucination"":false,""formatting_hygiene_1_5"":3,""clinical_safety_1_5"":5,""internal_coherence_1_5"":5,""gi_details"":""GI text correctly addresses the user question and trend, stays grounded in journal excerpts, and uses neutral tone. Formatting lacks bullet hyphens, hence lower score. No contradictions across sections.""}"
agent2_therapist_notes,47,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_215137.html,8,4,5,5,False,False,5,5,5,20.062,"The General Insights paragraph systematically derives insights from the journal entries, stating sleep, hydration, and brief movement as key energy drivers and noting repeated mentions of depression. It does not add unsupported facts or contradict the data, and it aligns with the user question and the specified trend keyword, ensuring accurate, clear, and consistently presented information.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 5,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights paragraph systematically derives insights from the journal entries, stating sleep, hydration, and brief movement as key energy drivers and noting repeated mentions of depression. It does not add unsupported facts or contradict the data, and it aligns with the user question and the specified trend keyword, ensuring accurate, clear, and consistently presented information.""
}"
agent2_therapist_notes,48,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_215157.html,8,5,5,3,False,False,5,5,4,17.708,"The insights directly address the energy question, reference depression trend data, avoid unfounded claims, and maintain clear bullet formats while remaining clinically cautious.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 3,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The insights directly address the energy question, reference depression trend data, avoid unfounded claims, and maintain clear bullet formats while remaining clinically cautious.""
}"
agent2_therapist_notes,49,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_215215.html,8,4,5,4,False,True,5,5,3,29.057,"The General Insights text claims 147 journal entries and a year‑long period, but the excerpt contains only entries 0-15, making the figure unsupported. This unsupported count is the primary hallucinated fact.","{""question_relevance_1_5"":4,""trend_relevance_1_5"":5,""direction_1_5"":4,""gi_hallucination"":true,""formatting_hygiene_1_5"":3,""clinical_safety_1_5"":5,""internal_coherence_1_5"":5,""gi_details"":""The General Insights text claims 147 journal entries and a year‑long period, but the excerpt contains only entries 0-15, making the figure unsupported. This unsupported count is the primary hallucinated fact.""}"
