variant_label,replicate_index,qc_level,k10_total,frequency_rubric_mean,evidence_relevance_mean,hallucination,qc_overall_score,details,report_path,tier2_skipped_reason,raw_grader_response
LLM_a_nemotron,49,end_to_end,39,3.8,4.7,False,4.25,"The diary reveals pervasive anxiety and depressive rumination—widespread fatigue, nervousness, restless urgency, and self‑critical tones—yet also shows consistent grounding practices, productivity routines, and reflective journaling that may foster resilience.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005241.html,,"{
  ""frequency_rubric_per_item"": [4, 4, 3, 3, 4, 4, 4, 3, 4, 5],
  ""frequency_rubric_mean"": 3.80,
  ""evidence_relevance_per_item"": [5, 4, 5, 4, 5, 5, 5, 4, 5, 5],
  ""evidence_relevance_mean"": 4.70,
  ""hallucination"": false,
  ""details"": ""The diary reveals pervasive anxiety and depressive rumination—widespread fatigue, nervousness, restless urgency, and self‑critical tones—yet also shows consistent grounding practices, productivity routines, and reflective journaling that may foster resilience.""
}"
LLM_a_nemotron,49,rag_aware,39,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005241.html,rag_unavailable_or_empty,
LLM_a_nemotron,50,end_to_end,41,4.2,4.0,True,4.1,"The diary shows frequent wired‑tired and anxiety states, with robust restlessness and depressive cues, yet evidence citations in the report partially mis‑align with the text, indicating selective fabrication.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005316.html,,"{
  ""frequency_rubric_per_item"": [4, 4, 3, 4, 5, 4, 4, 4, 5, 5],
  ""frequency_rubric_mean"": 4.20,
  ""evidence_relevance_per_item"": [4, 4, 4, 4, 4, 4, 4, 4, 4, 4],
  ""evidence_relevance_mean"": 4.00,
  ""hallucination"": true,
  ""details"": ""The diary shows frequent wired‑tired and anxiety states, with robust restlessness and depressive cues, yet evidence citations in the report partially mis‑align with the text, indicating selective fabrication.""
}"
LLM_a_nemotron,50,rag_aware,41,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005316.html,rag_unavailable_or_empty,
LLM_a_nemotron,51,end_to_end,43,1.0,1.0,True,1.0,"The summary misattributes K10 scores, provides incorrect item evidence, and lacks credible support, indicating a faulty, hallucinated report.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005352.html,,"{""frequency_rubric_per_item"":[1,1,1,1,1,1,1,1,1,1],""frequency_rubric_mean"":1.00,""evidence_relevance_per_item"":[1,1,1,1,1,1,1,1,1,1],""evidence_relevance_mean"":1.00,""hallucination"":true,""details"":""The summary misattributes K10 scores, provides incorrect item evidence, and lacks credible support, indicating a faulty, hallucinated report.""}"
LLM_a_nemotron,51,rag_aware,43,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005352.html,rag_unavailable_or_empty,
LLM_a_nemotron,52,end_to_end,42,2.3,3.6,False,2.95,"Report highlights high restlessness, moderate anxiety, and occasional depression, with evidence largely matching journal content. Some items lack support (sadness, worthlessness). Marks a high overall distress but notes consistent use of micro‑rituals, suggesting potential resilience strategies.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005420.html,,"{
  ""frequency_rubric_per_item"": [2,3,2,3,5,1,1,1,2,3],
  ""frequency_rubric_mean"": 2.40,
  ""evidence_relevance_per_item"": [5,5,3,5,5,1,1,1,5,5],
  ""evidence_relevance_mean"": 3.60,
  ""hallucination"": false,
  ""details"": ""Report highlights high restlessness, moderate anxiety, and occasional depression, with evidence largely matching journal content. Some items lack support (sadness, worthlessness). Marks a high overall distress but notes consistent use of micro‑rituals, suggesting potential resilience strategies.""
}"
LLM_a_nemotron,52,rag_aware,42,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005420.html,rag_unavailable_or_empty,
LLM_a_nemotron,53,end_to_end,40,3.7,1.4,False,2.55,"Report highlights fatigue, restlessness and depression as high‑frequency themes, but gives evidence only for fatigue, leaving other items weakly supported.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005500.html,,"{""frequency_rubric_per_item"":[5,3,2,3,5,4,3,2,5,5],""frequency_rubric_mean"":3.70,""evidence_relevance_per_item"":[5,1,1,1,1,1,1,1,1,1],""evidence_relevance_mean"":1.40,""hallucination"":false,""details"":""Report highlights fatigue, restlessness and depression as high‑frequency themes, but gives evidence only for fatigue, leaving other items weakly supported.""}"
LLM_a_nemotron,53,rag_aware,40,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005500.html,rag_unavailable_or_empty,
LLM_a_nemotron,54,end_to_end,34,1.0,1.0,True,1.0,"Report provides no item‑by‑item scores or evidence from the journal; all information is generic and unsubstantiated. The lack of specific references indicates a fabricated summary, lowering confidence in its veracity.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005601.html,,"{
  ""frequency_rubric_per_item"": [1,1,1,1,1,1,1,1,1,1],
  ""frequency_rubric_mean"": 1.00,
  ""evidence_relevance_per_item"": [1,1,1,1,1,1,1,1,1,1],
  ""evidence_relevance_mean"": 1.00,
  ""hallucination"": true,
  ""details"": ""Report provides no item‑by‑item scores or evidence from the journal; all information is generic and unsubstantiated. The lack of specific references indicates a fabricated summary, lowering confidence in its veracity.""
}"
LLM_a_nemotron,54,rag_aware,34,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005601.html,rag_unavailable_or_empty,
LLM_a_nemotron,55,end_to_end,37,3.0,1.5,True,2.25,"Scores reflect frequent tiredness and nervousness, moderate evidence relevance for most items, and low relevance or missing evidence for several items. The report appears to include incomplete or mismatched evidence, suggesting hallucination.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005634.html,,"{
  ""frequency_rubric_per_item"": [4,4,3,2,4,2,4,2,2,3],
  ""frequency_rubric_mean"": 3.00,
  ""evidence_relevance_per_item"": [1,3,1,1,4,1,1,1,1,1],
  ""evidence_relevance_mean"": 1.40,
  ""hallucination"": true,
  ""details"": ""Scores reflect frequent tiredness and nervousness, moderate evidence relevance for most items, and low relevance or missing evidence for several items. The report appears to include incomplete or mismatched evidence, suggesting hallucination.""
}"
LLM_a_nemotron,55,rag_aware,37,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005634.html,rag_unavailable_or_empty,
LLM_a_nemotron,56,end_to_end,34,2.4,1.1,False,1.75,"Report indicates frequent fatigue, anxiety, and burnout, but evidence alignment is weak. Diary entries are consistently logged, yet many symptom–evidence links are mistimed or generic.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005727.html,,"{
  ""frequency_rubric_per_item"": [4,3,2,2,2,2,3,3,2,1],
  ""frequency_rubric_mean"": 2.20,
  ""evidence_relevance_per_item"": [1,1,1,1,1,1,1,2,1,1],
  ""evidence_relevance_mean"": 1.10,
  ""hallucination"": false,
  ""details"": ""Report indicates frequent fatigue, anxiety, and burnout, but evidence alignment is weak. Diary entries are consistently logged, yet many symptom–evidence links are mistimed or generic.""
}"
LLM_a_nemotron,56,rag_aware,34,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005727.html,rag_unavailable_or_empty,
LLM_a_nemotron,57,end_to_end,48,4.1,4.9,False,4.5,"The report captures frequent exhaustion, anxiety, and low mood recurring across many entries, but evidence for extreme symptoms often stems from individual highlights rather than widespread patterns. Overall, the assessments show high reported distress with strong supporting evidence, yet the analysis may overstate severity by focusing on isolated statements.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005809.html,,"{  
  ""frequency_rubric_per_item"": [5,3,4,4,4,4,5,4,4,4],  
  ""frequency_rubric_mean"": 4.10,  
  ""evidence_relevance_per_item"": [5,4,5,5,5,5,5,5,5,5],  
  ""evidence_relevance_mean"": 4.90,  
  ""hallucination"": false,  
  ""details"": ""The report captures frequent exhaustion, anxiety, and low mood recurring across many entries, but evidence for extreme symptoms often stems from individual highlights rather than widespread patterns. Overall, the assessments show high reported distress with strong supporting evidence, yet the analysis may overstate severity by focusing on isolated statements.""  
}"
LLM_a_nemotron,57,rag_aware,48,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005809.html,rag_unavailable_or_empty,
LLM_a_nemotron,58,end_to_end,44,3.2,2.1,False,2.65,"User shows high distress with frequent fatigue, hopelessness, depression, and effort fatigue, yet the evidence cited for each item is often uneven and off‑topic.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005912.html,,"{""frequency_rubric_per_item"":[4,3,2,4,2,2,4,3,4,4],""frequency_rubric_mean"":3.2,""evidence_relevance_per_item"":[4,2,2,3,1,1,2,1,2,3],""evidence_relevance_mean"":2.1,""hallucination"":false,""details"":""User shows high distress with frequent fatigue, hopelessness, depression, and effort fatigue, yet the evidence cited for each item is often uneven and off‑topic.""}"
LLM_a_nemotron,58,rag_aware,44,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005912.html,rag_unavailable_or_empty,
LLM_a_nemotron,59,end_to_end,42,1.0,2.3,True,1.65,"Evidence for many items is minimal or misaligned, suggesting fabricated scores. The report also misassigns stems, raising concerns about its validity.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005944.html,,"{
  ""frequency_rubric_per_item"": [1,1,1,1,1,1,1,1,1,1],
  ""frequency_rubric_mean"": 1.00,
  ""evidence_relevance_per_item"": [5,2,2,1,5,4,1,1,1,1],
  ""evidence_relevance_mean"": 2.20,
  ""hallucination"": true,
  ""details"": ""Evidence for many items is minimal or misaligned, suggesting fabricated scores. The report also misassigns stems, raising concerns about its validity.""
}"
LLM_a_nemotron,59,rag_aware,42,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_005944.html,rag_unavailable_or_empty,
LLM_a_nemotron,60,end_to_end,44,3.7,5.0,False,4.35,"The diary reveals pervasive fatigue, restlessness, and depressive mood, consistently reported across days, while anxiety appears frequent but less intense. Hallucinations were not detected; the report aligns with actual entries. Strengths include a structured routine, creative practice, and proactive planning that anchor mood. The high frequency of tiredness and restlessness suggests the need for targeted coping strategies. Overall, the content is a realistic reflection of the author’s emotional landscape.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010030.html,,"{
  ""frequency_rubric_per_item"": [5,4,3,2,5,3,3,2,5,5],
  ""frequency_rubric_mean"": 3.70,
  ""evidence_relevance_per_item"": [5,5,5,5,5,5,5,5,5,5],
  ""evidence_relevance_mean"": 5.00,
  ""hallucination"": false,
  ""details"": ""The diary reveals pervasive fatigue, restlessness, and depressive mood, consistently reported across days, while anxiety appears frequent but less intense. Hallucinations were not detected; the report aligns with actual entries. Strengths include a structured routine, creative practice, and proactive planning that anchor mood. The high frequency of tiredness and restlessness suggests the need for targeted coping strategies. Overall, the content is a realistic reflection of the author\u2019s emotional landscape.""
}"
LLM_a_nemotron,60,rag_aware,44,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010030.html,rag_unavailable_or_empty,
LLM_a_nemotron,61,end_to_end,34,3.3,3.8,False,3.55,"The report appropriately identifies frequent fatigue, restlessness, and effortful feelings, but undercaptures depression and hopelessness due to sparse evidence.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010114.html,,"{
  ""frequency_rubric_per_item"": [5,3,2,2,5,3,5,2,1,5],
  ""frequency_rubric_mean"": 3.30,
  ""evidence_relevance_per_item"": [5,4,3,2,5,4,5,3,2,5],
  ""evidence_relevance_mean"": 3.80,
  ""hallucination"": false,
  ""details"": ""The report appropriately identifies frequent fatigue, restlessness, and effortful feelings, but undercaptures depression and hopelessness due to sparse evidence.""
}"
LLM_a_nemotron,61,rag_aware,34,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010114.html,rag_unavailable_or_empty,
LLM_a_nemotron,62,end_to_end,43,3.9,4.9,True,4.4,"The report suggests many episodes of tiredness, anxiety, restlessness, depression, and hopelessness, yet the journal shows recurring symptoms with elevated distress, and the evidence comments align with themes, but some quantitative claims may be understated.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010252.html,,"{
  ""frequency_rubric_per_item"": [4,4,4,4,4,4,4,3,4,4],
  ""frequency_rubric_mean"": 3.90,
  ""evidence_relevance_per_item"": [5,5,4,5,5,5,5,5,5,5],
  ""evidence_relevance_mean"": 4.90,
  ""hallucination"": true,
  ""details"": ""The report suggests many episodes of tiredness, anxiety, restlessness, depression, and hopelessness, yet the journal shows recurring symptoms with elevated distress, and the evidence comments align with themes, but some quantitative claims may be understated.""
}"
LLM_a_nemotron,62,rag_aware,43,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010252.html,rag_unavailable_or_empty,
LLM_a_nemotron,63,end_to_end,45,4.2,4.7,False,4.45,"The journal shows frequent fatigue, anxiety, and restlessness, with occasional hopelessness and depression, indicating high distress but strong self‑care routines such as grounding, hydration tracking, and scheduled breaks.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010357.html,,"{
  ""frequency_rubric_per_item"": [5,5,4,4,5,3,4,3,4,5],
  ""frequency_rubric_mean"": 4.20,
  ""evidence_relevance_per_item"": [5,5,5,5,5,2,5,5,5,5],
  ""evidence_relevance_mean"": 4.70,
  ""hallucination"": false,
  ""details"": ""The journal shows frequent fatigue, anxiety, and restlessness, with occasional hopelessness and depression, indicating high distress but strong self‑care routines such as grounding, hydration tracking, and scheduled breaks.""
}"
LLM_a_nemotron,63,rag_aware,45,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010357.html,rag_unavailable_or_empty,
LLM_a_nemotron,64,end_to_end,44,4.4,2.0,True,3.2,"The report lists high distress across several items, with many scored 5. However, the cited evidence appears generic and not directly drawn from entries, leading to low evidence relevance. The overall narrative overstates symptom presence, likely fabricating support for the high K‑10 scores.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010440.html,,"{
  ""frequency_rubric_per_item"": [4,5,5,4,5,4,4,4,4,5],
  ""frequency_rubric_mean"": 4.4,
  ""evidence_relevance_per_item"": [2,2,2,2,2,2,2,2,2,2],
  ""evidence_relevance_mean"": 2.00,
  ""hallucination"": true,
  ""details"": ""The report lists high distress across several items, with many scored 5. However, the cited evidence appears generic and not directly drawn from entries, leading to low evidence relevance. The overall narrative overstates symptom presence, likely fabricating support for the high K‑10 scores.""
}"
LLM_a_nemotron,64,rag_aware,44,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010440.html,rag_unavailable_or_empty,
LLM_a_nemotron,65,end_to_end,41,2.9,4.0,False,3.45,"The report captures recurring fatigue and anxiety across the year, noting multiple instances of tiredness, nervousness, and depressive thoughts, while documenting structured coping strategies. Evidence consistently references specific entries, supporting the overall symptom frequency assessment.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010512.html,,"{ 
  ""frequency_rubric_per_item"": [4,4,2,2,3,2,3,2,4,3], 
  ""frequency_rubric_mean"": 2.90, 
  ""evidence_relevance_per_item"": [4,4,4,4,4,4,4,4,4,4], 
  ""evidence_relevance_mean"": 4.00, 
  ""hallucination"": false, 
  ""details"": ""The report captures recurring fatigue and anxiety across the year, noting multiple instances of tiredness, nervousness, and depressive thoughts, while documenting structured coping strategies. Evidence consistently references specific entries, supporting the overall symptom frequency assessment."" 
}"
LLM_a_nemotron,65,rag_aware,41,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010512.html,rag_unavailable_or_empty,
LLM_a_nemotron,66,end_to_end,32,3.1,4.0,False,3.55,"The diary shows recurring fatigue, nervousness, and occasional restlessness across many entries, with evidence of anxiety and mild sadness. Grounding and ritual practices appear to help, yet moments of hopelessness and worthlessness surface, indicating moderate‑to‑high distress overall.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010554.html,,"{
  ""frequency_rubric_per_item"": [4,4,2,3,3,3,3,3,3,3],
  ""frequency_rubric_mean"": 3.10,
  ""evidence_relevance_per_item"": [4,4,4,4,4,4,4,4,4,4],
  ""evidence_relevance_mean"": 4.00,
  ""hallucination"": false,
  ""details"": ""The diary shows recurring fatigue, nervousness, and occasional restlessness across many entries, with evidence of anxiety and mild sadness. Grounding and ritual practices appear to help, yet moments of hopelessness and worthlessness surface, indicating moderate‑to‑high distress overall.""
}"
LLM_a_nemotron,66,rag_aware,32,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010554.html,rag_unavailable_or_empty,
LLM_a_nemotron,67,end_to_end,33,2.2,2.4,False,2.3,"Strong, repetitive evidence for tiredness, nervousness, and restlessness; weak or mismatched evidence for extreme nervousness, hopelessness, and worthlessness.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010627.html,,"{
  ""frequency_rubric_per_item"": [4,4,1,1,4,2,1,3,1,1],
  ""frequency_rubric_mean"": 2.20,
  ""evidence_relevance_per_item"": [3,3,1,1,3,2,4,4,2,1],
  ""evidence_relevance_mean"": 2.40,
  ""hallucination"": false,
  ""details"": ""Strong, repetitive evidence for tiredness, nervousness, and restlessness; weak or mismatched evidence for extreme nervousness, hopelessness, and worthlessness.""
}"
LLM_a_nemotron,67,rag_aware,33,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010627.html,rag_unavailable_or_empty,
LLM_a_nemotron,68,end_to_end,48,3.6,4.8,False,4.2,"The diary shows frequent fatigue, restlessness, and depressive moods, yet also evidence of coping strategies like grounding and routine building. Symptom frequencies moderately high, with evidence well tied to each item. Overall, the content supports the reported K‑10 pattern without contradictions.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010700.html,,"{  
  ""frequency_rubric_per_item"": [4,4,3,3,4,2,4,4,4,4],  
  ""frequency_rubric_mean"": 3.60,  
  ""evidence_relevance_per_item"": [5,5,3,5,5,5,5,5,5,5],  
  ""evidence_relevance_mean"": 4.80,  
  ""hallucination"": false,  
  ""details"": ""The diary shows frequent fatigue, restlessness, and depressive moods, yet also evidence of coping strategies like grounding and routine building. Symptom frequencies moderately high, with evidence well tied to each item. Overall, the content supports the reported K‑10 pattern without contradictions.""  
}"
LLM_a_nemotron,68,rag_aware,48,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010700.html,rag_unavailable_or_empty,
LLM_a_nemotron,69,end_to_end,46,3.0,3.0,True,3.0,"The report gives a total K‑10 score but lacks per‑item ratings, evidence, or rationale, so the frequency and evidence relevance cannot be verified; this omission suggests fabricated specificity.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010737.html,,"{  
  ""frequency_rubric_per_item"": [3,3,3,3,3,3,3,3,3,3],  
  ""frequency_rubric_mean"": 3.00,  
  ""evidence_relevance_per_item"": [3,3,3,3,3,3,3,3,3,3],  
  ""evidence_relevance_mean"": 3.00,  
  ""hallucination"": true,  
  ""details"": ""The report gives a total K‑10 score but lacks per‑item ratings, evidence, or rationale, so the frequency and evidence relevance cannot be verified; this omission suggests fabricated specificity.""}"
LLM_a_nemotron,69,rag_aware,46,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010737.html,rag_unavailable_or_empty,
LLM_a_nemotron,70,end_to_end,38,3.2,3.4,False,3.3,"The report consistently cites diary evidence for fatigue, nervousness, restlessness, and depressive mood, with moderate‑to‑high frequency across entries and no fabricated statements.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010813.html,,"{
  ""frequency_rubric_per_item"": [3,4,3,2,4,2,3,3,4,4],
  ""frequency_rubric_mean"": 3.20,
  ""evidence_relevance_per_item"": [4,4,3,3,4,2,3,3,4,4],
  ""evidence_relevance_mean"": 3.20,
  ""hallucination"": false,
  ""details"": ""The report consistently cites diary evidence for fatigue, nervousness, restlessness, and depressive mood, with moderate‑to‑high frequency across entries and no fabricated statements.""
}"
LLM_a_nemotron,70,rag_aware,38,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010813.html,rag_unavailable_or_empty,
LLM_a_nemotron,71,end_to_end,31,3.1,3.1,False,3.1,"The report’s item scores align with how often each theme appears across the diary. Evidence excerpts mostly match the themes, though a few entries are a bit generic. No fabricated facts were detected.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010854.html,,"{
  ""frequency_rubric_per_item"": [4, 4, 3, 2, 4, 2, 2, 3, 3, 4],
  ""frequency_rubric_mean"": 3.10,
  ""evidence_relevance_per_item"": [4, 4, 3, 2, 4, 2, 2, 3, 3, 4],
  ""evidence_relevance_mean"": 3.10,
  ""hallucination"": false,
  ""details"": ""The report’s item scores align with how often each theme appears across the diary. Evidence excerpts mostly match the themes, though a few entries are a bit generic. No fabricated facts were detected.""
}"
LLM_a_nemotron,71,rag_aware,31,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010854.html,rag_unavailable_or_empty,
LLM_a_nemotron,72,end_to_end,36,2.7,4.1,False,3.4,"Entry excerpts highlight recurring anxiety, restlessness, and depressive states, with fatigue and guilt. Though persistent distress signals high K‑10 scores, the narrator maintains coping habits—grounding, journaling, exercise—suggesting some resilience. Overall, the diary reveals chronic worry and effortful fatigue, warranting continued monitoring.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010937.html,,"{
  ""frequency_rubric_per_item"": [2,2,1,1,4,3,3,2,4,5],
  ""frequency_rubric_mean"": 2.70,
  ""evidence_relevance_per_item"": [5,5,1,1,5,5,5,4,5,5],
  ""evidence_relevance_mean"": 4.10,
  ""hallucination"": false,
  ""details"": ""Entry excerpts highlight recurring anxiety, restlessness, and depressive states, with fatigue and guilt. Though persistent distress signals high K‑10 scores, the narrator maintains coping habits—grounding, journaling, exercise—suggesting some resilience. Overall, the diary reveals chronic worry and effortful fatigue, warranting continued monitoring.""
}"
LLM_a_nemotron,72,rag_aware,36,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_010937.html,rag_unavailable_or_empty,
LLM_a_nemotron,73,end_to_end,38,4.1,5.0,False,4.55,Report reflects repeated diary entries for tiredness and anxiety; evidence directly supports each item; no new facts introduced.,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011031.html,,"{
  ""frequency_rubric_per_item"": [5,4,4,4,4,4,4,4,4,4],
  ""frequency_rubric_mean"": 4.10,
  ""evidence_relevance_per_item"": [5,5,5,5,5,5,5,5,5,5],
  ""evidence_relevance_mean"": 5.00,
  ""hallucination"": false,
  ""details"": ""Report reflects repeated diary entries for tiredness and anxiety; evidence directly supports each item; no new facts introduced.""
}"
LLM_a_nemotron,73,rag_aware,38,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011031.html,rag_unavailable_or_empty,
LLM_a_nemotron,74,end_to_end,37,3.8,4.2,False,4.0,"The diary shows pervasive fatigue, racing thoughts, and restlessness, with some hopelessness and guilt, yet frequent grounding practices and social supports hint at resilience and gradual coping.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011117.html,,"{
  ""frequency_rubric_per_item"": [5,5,3,3,4,3,4,3,4,4],
  ""frequency_rubric_mean"": 3.80,
  ""evidence_relevance_per_item"": [5,5,4,5,5,2,5,1,5,5],
  ""evidence_relevance_mean"": 4.20,
  ""hallucination"": false,
  ""details"": ""The diary shows pervasive fatigue, racing thoughts, and restlessness, with some hopelessness and guilt, yet frequent grounding practices and social supports hint at resilience and gradual coping.""
}"
LLM_a_nemotron,74,rag_aware,37,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011117.html,rag_unavailable_or_empty,
LLM_a_nemotron,75,end_to_end,35,3.3,1.0,True,2.15,"The diary shows frequent fatigue, anxiety, restlessness, and depressive mood, but the report’s evidence list is sparse and often unrelated to the specific items, indicating a high risk of hallucination.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011156.html,,"{
  ""frequency_rubric_per_item"": [4,4,3,2,4,3,3,2,4,4],
  ""frequency_rubric_mean"": 3.3,
  ""evidence_relevance_per_item"": [1,1,1,1,1,1,1,1,1,1],
  ""evidence_relevance_mean"": 1.0,
  ""hallucination"": true,
  ""details"": ""The diary shows frequent fatigue, anxiety, restlessness, and depressive mood, but the report’s evidence list is sparse and often unrelated to the specific items, indicating a high risk of hallucination.""
}"
LLM_a_nemotron,75,rag_aware,35,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011156.html,rag_unavailable_or_empty,
LLM_a_nemotron,76,end_to_end,47,4.5,5.0,True,4.75,"The review finds the K‑10 frequency scores appear justified by consistent mentions across entries, though some items may be slightly over‑estimated. Evidence notes align well with each symptom. The report, however, claims a subset of December entries and a summary score that do not match the supplied text, indicating a hallucination.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011226.html,,"{ ""frequency_rubric_per_item"": [5,5,4,4,5,5,4,4,5,4], ""frequency_rubric_mean"": 4.5, ""evidence_relevance_per_item"": [5,5,5,5,5,5,5,5,5,5], ""evidence_relevance_mean"": 5.0, ""hallucination"": true, ""details"": ""The review finds the K‑10 frequency scores appear justified by consistent mentions across entries, though some items may be slightly over‑estimated. Evidence notes align well with each symptom. The report, however, claims a subset of December entries and a summary score that do not match the supplied text, indicating a hallucination."" }"
LLM_a_nemotron,76,rag_aware,47,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011226.html,rag_unavailable_or_empty,
LLM_a_nemotron,77,end_to_end,41,1.0,1.0,True,1.0,"Little to no measurable evidence in the report to support specific K-10 scores, so all ratings were set to the lowest band.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011319.html,,"{
  ""frequency_rubric_per_item"": [1,1,1,1,1,1,1,1,1,1],
  ""frequency_rubric_mean"": 1.00,
  ""evidence_relevance_per_item"": [1,1,1,1,1,1,1,1,1,1],
  ""evidence_relevance_mean"": 1.00,
  ""hallucination"": true,
  ""details"": ""Little to no measurable evidence in the report to support specific K-10 scores, so all ratings were set to the lowest band.""
}"
LLM_a_nemotron,77,rag_aware,41,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011319.html,rag_unavailable_or_empty,
LLM_a_nemotron,78,end_to_end,39,1.2,4.0,True,2.6,"The report’s K‑10 scoring largely lacks support in the journal; several symptoms are not mentioned in the entries and appear invented. Frequency claims are weak, and evidence citations are brief and sometimes off‑theme, leading to moderate relevance. Overall the report likely contains hallucinations and guesses rather than rigorous analysis.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011403.html,,"{
  ""frequency_rubric_per_item"": [1,2,1,1,2,1,1,1,1,1],
  ""frequency_rubric_mean"": 1.1,
  ""evidence_relevance_per_item"": [4,4,4,4,4,4,4,4,4,4],
  ""evidence_relevance_mean"": 4.0,
  ""hallucination"": true,
  ""details"": ""The report’s K‑10 scoring largely lacks support in the journal; several symptoms are not mentioned in the entries and appear invented. Frequency claims are weak, and evidence citations are brief and sometimes off‑theme, leading to moderate relevance. Overall the report likely contains hallucinations and guesses rather than rigorous analysis.""
}"
